,CAD_INCIDENT_ID,INITIAL_CALL_TYPE,INITIAL_SEVERITY_LEVEL_CODE,INCIDENT_RESPONSE_SECONDS_QY,TIME
4713,151622842,SICK,6,"1,262",201511
4714,151623629,SICK,6,400,201511
4715,151624391,UNC,2,768,201511
4716,151630162,ALTMEN,3,578,201512
4717,151630926,MVAINJ,4,399,201512
4718,151631669,SICK,6,480,201512
4719,151632422,EDP,7,"9,480",201512
4720,151633205,ARREST,1,195,201512
4721,151633975,DIFFBR,2,331,201512
4722,151634740,INJURY,5,"1,761",201512
4723,151640317,DRUG,4,"1,062",201513
4724,151641101,INJURY,5,404,201513
4725,151641854,STATEP,2,590,201513
4726,151642630,INJMAJ,3,601,201513
4727,151643383,ABDPN,5,"1,384",201513
4728,151644138,SICK,6,301,201513
4729,151650159,DIFFBR,2,257,201514
4730,151650923,DRUG,4,747,201514
4731,151651684,INJMIN,7,994,201514
4732,151652440,DRUG,4,426,201514
4733,151653209,SEIZR,3,206,201514
4734,151653981,INJURY,5,945,201514
4735,151660153,DRUG,4,216,201515
4736,151660918,CARD,3,322,201515
4737,151661657,SICK,6,"2,316",201515
4738,151662405,ALTMEN,3,366,201515
4739,151663184,JUMPUP,7,,201515
4740,151663945,MVAINJ,4,837,201515
4741,151664710,SICK,6,445,201515
4742,151670735,INJURY,5,586,201516
4743,151671480,INJURY,5,260,201516
4744,151672241,EDP,7,281,201516
4745,151673000,UNKNOW,4,"1,225",201516
4746,151673747,UNKNOW,4,253,201516
4747,151680103,DIFFBR,2,213,201517
4748,151680849,SICK,6,290,201517
4749,151681590,INJMIN,7,"1,490",201517
4750,151682346,SICK,6,"3,030",201517
4751,151683119,MVAINJ,4,"1,501",201517
4752,151683867,INJURY,5,233,201517
4753,151684641,OTHER,6,223,201517
4754,151690715,SICK,6,501,201518
4755,151691462,EDP,7,594,201518
4756,151692239,UNC,2,365,201518
4757,151693002,EDP,7,"1,631",201518
4758,151693771,RESPIR,4,338,201518
4759,151700035,DIFFBR,2,211,201519
4760,151700782,MVAINJ,4,529,201519
4761,151701534,DIFFBR,2,305,201519
4762,151702299,PEDSTR,3,530,201519
4763,151703073,SICK,6,319,201519
4764,151703842,DRUG,4,602,201519
4765,151704609,ABDPN,5,"1,511",201519
4766,151710704,INJMAJ,3,362,201520
4767,151711470,OTHER,6,241,201520
4768,151712226,SICK,6,536,201520
4769,151712978,UNC,2,260,201520
4770,151713730,INJURY,5,396,201520
4771,151720163,INJURY,5,298,201521
4772,151720923,MVAINJ,4,"1,022",201521
4773,151721677,INBLED,3,541,201521
4774,151722446,PEDSTR,3,159,201521
4775,151723211,SICK,6,269,201521
4776,151723979,SICK,6,995,201521
4777,151730395,EDP,7,"1,138",201522
4778,151731156,SICK,6,687,201522
4779,151731916,DIFFBR,2,467,201522
4780,151732688,UNC,2,300,201522
4781,151733464,INJURY,5,283,201522
4782,151734220,DIFFBR,2,312,201522
4783,151740163,STATEP,2,560,201523
4784,151740934,RAPE,6,442,201523
4785,151741686,DIFFBR,2,425,201523
4786,151742456,SICK,6,197,201523
4787,151743210,INJMIN,7,"1,455",201523
4788,151743975,INJURY,5,845,201523
4789,151744756,INJURY,5,712,201523
4790,151750731,CARD,3,320,201524
4791,151751487,SICK,6,423,201524
4792,151752257,MVAINJ,4,740,201524
4793,151753028,RESPIR,4,"2,458",201524
4794,151753779,EDP,7,"2,462",201524
4795,151754547,SICMIN,7,"2,150",201524
4796,151760573,DIFFBR,2,347,201525
4797,151761328,UNKNOW,4,320,201525
4798,151762077,DRUG,4,548,201525
4799,151762857,PEDSTR,3,347,201525
4800,151763611,ABDPN,5,"1,078",201525
4801,151764386,SICK,6,527,201525
4802,151770572,ABDPN,5,268,201526
4803,151771343,EDP,7,622,201526
4804,151772099,ABDPN,5,378,201526
4805,151772870,PEDSTR,3,254,201526
4806,151773619,SICK,6,431,201526
4807,151774390,MCI21,2,198,201526
4808,151780501,INJURY,5,0,201527
4809,151781274,ABDPN,5,243,201527
4810,151782023,EDP,7,213,201527
4811,151782798,INJURY,5,651,201527
4812,151783553,ASTHMB,2,482,201527
4813,151790133,DRUG,4,540,201528
4814,151790910,DIFFBR,2,277,201528
4815,151791663,EDP,7,489,201528
4816,151792426,MVAINJ,4,258,201528
4817,151793166,CARD,3,365,201528
4818,151793930,DRUG,4,"1,119",201528
4819,151800673,MVAINJ,4,187,201529
4820,151801426,DRUG,4,"1,731",201529
4821,151802187,EDP,7,935,201529
4822,151802968,INJURY,5,311,201529
4823,151803720,SICK,6,465,201529
4824,151804476,UNC,2,442,201529
4825,151810635,SICK,6,435,201530
4826,151811395,GYNMAJ,3,340,201530
4827,151812170,CVAC,2,310,201530
4828,151812928,STATEP,2,537,201530
4829,151813696,ARREST,1,212,201530
4830,151820174,INJMAJ,3,429,201501
4831,151820939,SICK,6,"1,055",201501
4832,151821691,ABDPN,5,"1,149",201501
4833,151822465,MVAINJ,4,330,201501
4834,151823214,ASTHMB,2,179,201501
4835,151832500,EDP,7,648,201502
4836,151830382,UNKNOW,4,358,201502
4837,151831123,OTHER,6,472,201502
4838,151831889,TRAUMA,2,176,201502
4839,151832672,DRUG,4,624,201502
4840,151833429,OTHER,6,860,201502
4841,151834189,DIFFBR,2,369,201502
4842,151840422,DRUG,4,249,201503
4843,151841184,ARREST,1,156,201503
4844,151841951,UNC,2,649,201503
4845,151842727,DIFFBR,2,,201503
4846,151843492,SICPED,4,419,201503
4847,151844254,INJMAJ,3,370,201503
4848,151850558,INJURY,5,0,201504
4849,151851331,INJURY,5,272,201504
4850,151852077,SICK,6,377,201504
4851,151852832,ARREST,1,128,201504
4852,151853587,STNDBY,8,424,201504
4853,151860129,DRUG,4,900,201505
4854,151860895,DRUG,4,324,201505
4855,151861664,ABDPN,5,606,201505
4856,151862427,UNKNOW,4,"1,561",201505
4857,151863180,INJMAJ,3,230,201505
4858,151863941,ABDPN,5,765,201505
4859,151870185,INJURY,5,299,201506
4860,151870963,DIFFBR,2,554,201506
4861,151871714,ABDPN,5,"2,227",201506
4862,151872481,INJALS,3,588,201506
4863,151873235,DIFFBR,2,236,201506
4864,151873993,EDP,7,825,201506
4865,151880054,EDP,7,803,201507
4866,151880810,UNC,2,267,201507
4867,151881563,DIFFBR,2,338,201507
4868,151882324,SICPED,4,"1,077",201507
4869,151883082,STATEP,2,"1,508",201507
4870,151883835,DIFFBR,2,320,201507
4871,151884598,SICK,6,370,201507
4872,151890720,INJURY,5,263,201508
4873,151891475,INJURY,5,"1,009",201508
4874,151892238,CARD,3,769,201508
4875,151893016,OTHER,6,,201508
4876,151893776,INJMIN,7,"1,053",201508
4877,151894531,DIFFBR,2,328,201508
4878,151900585,INJURY,5,413,201509
4879,151901338,SICK,6,160,201509
4880,151902102,INJURY,5,495,201509
4881,151902862,OBMAJ,3,426,201509
4882,151903605,EDP,7,484,201509
4883,151910022,INJURY,5,384,201510
4884,151910786,INBLED,3,676,201510
4885,151911534,OTHER,6,401,201510
4886,151912296,DIFFBR,2,358,201510
4887,151913052,EDP,7,"4,580",201510
4888,151913803,UNC,2,536,201510
4889,151914555,DIFFBR,2,455,201510
4890,151920718,DIFFBR,2,168,201511
4891,151921487,DIFFBR,2,300,201511
4892,151922225,SEIZR,3,337,201511
4893,151922982,UNC,2,345,201511
4894,151923746,SICK,6,494,201511
4895,151924516,EDP,7,506,201511
4896,151930648,EDP,7,935,201512
4897,151931416,INJURY,5,207,201512
4898,151932166,EDP,7,507,201512
4899,151932932,SICK,6,238,201512
4900,151933686,MVAINJ,4,548,201512
4901,151934452,SEIZR,3,112,201512
4902,151940704,DIFFBR,2,393,201513
4903,151941468,INJURY,5,983,201513
4904,151942218,MVAINJ,4,806,201513
4905,151942992,RESPIR,4,557,201513
4906,151943746,SICK,6,734,201513
4907,151944495,ABDPN,5,301,201513
4908,151950535,INJURY,5,488,201514
4909,151951300,INJMAJ,3,405,201514
4910,151952053,DRUG,4,459,201514
4911,151952814,DRUG,4,913,201514
4912,151953568,RESPIR,4,249,201514
4913,151954338,DIFFBR,2,747,201514
4914,151960496,ABDPN,5,632,201515
4915,151961268,INJURY,5,907,201515
4916,151962020,UNC,2,447,201515
4917,151962786,EDP,7,"1,583",201515
4918,151963545,CARD,3,0,201515
4919,151964307,OTHER,6,638,201515
4920,151970738,SICK,6,679,201516
4921,151971501,SICK,6,494,201516
4922,151972263,STAB,3,142,201516
4923,151973012,EDP,7,"1,348",201516
4924,151973772,INJURY,5,453,201516
4925,151980069,SICK,6,674,201517
4926,151980836,DIFFBR,2,443,201517
4927,151981585,EDP,7,"2,650",201517
4928,151982357,INJURY,5,145,201517
4929,151983124,INJURY,5,427,201517
4930,151983872,DRUG,4,451,201517
4931,151984632,SICPED,4,551,201517
4932,151990706,MVAINJ,4,380,201518
4933,151991466,SICK,6,868,201518
4934,151992226,DIFFBR,2,263,201518
4935,151992982,ARREST,1,355,201518
4936,151993748,EDP,7,"1,294",201518
4937,151994516,INJURY,5,756,201518
4938,152000752,SICK,6,"3,231",201519
4939,152001522,DRUG,4,330,201519
4940,152002274,SICK,6,783,201519
4941,152003040,DRUG,4,419,201519
4942,152003804,DIFFBR,2,179,201519
4943,152004577,INJURY,5,468,201519
4944,152010525,EDP,7,823,201520
4945,152011291,RESPIR,4,910,201520
4946,152012043,SICK,6,325,201520
4947,152012823,UNKNOW,4,"2,490",201520
4948,152013579,PEDSTR,3,229,201520
4949,152014344,INJURY,5,461,201520
4950,152015112,UNKNOW,4,507,201520
4951,152020689,INBLED,3,251,201521
4952,152021452,INJURY,5,655,201521
4953,152022210,UNKNOW,4,599,201521
4954,152022969,INJURY,5,821,201521
4955,152023715,EDP,7,489,201521
4956,152024495,OTHER,6,584,201521
4957,152030749,UNC,2,170,201522
4958,152031510,INBLED,3,205,201522
4959,152032263,EDP,7,917,201522
4960,152033023,UNC,2,412,201522
4961,152033768,SICPED,4,299,201522
4962,152034527,UNKNOW,4,744,201522
4963,152040726,INJURY,5,391,201523
4964,152041480,DIFFBR,2,168,201523
4965,152042236,CARD,3,664,201523
4966,152043021,MVAINJ,4,394,201523
4967,152043770,DROWN,2,484,201523
4968,152044537,DRUG,4,751,201523
4969,152050688,SICK,6,326,201524
4970,152051446,CARD,3,178,201524
4971,152052188,SICK,6,"1,155",201524
4972,152052934,STATEP,2,315,201524
4973,152053699,GYNHEM,5,218,201524
4974,152054452,DRUG,4,"1,036",201524
4975,152060612,INJURY,5,490,201525
4976,152061387,SICK,6,733,201525
4977,152062128,INJURY,5,378,201525
4978,152062893,PEDSTR,3,154,201525
4979,152063646,UNC,2,351,201525
4980,152064400,DRUG,4,368,201525
4981,152070624,UNKNOW,4,345,201526
4982,152071417,INJMAJ,3,693,201526
4983,152072169,DROWN,2,546,201526
4984,152072933,INJURY,5,561,201526
4985,152073694,PEDSTR,3,189,201526
4986,152074459,EDP,7,547,201526
4987,152080621,SICK,6,510,201527
4988,152081380,INJURY,5,"1,795",201527
4989,152082137,CVAC,2,862,201527
4990,152082905,MVAINJ,4,"1,140",201527
4991,152083635,DRUG,4,170,201527
4992,152084409,UNC,2,293,201527
4993,152090468,DIFFBR,2,396,201528
4994,152091221,RESPIR,4,34,201528
4995,152091971,RESPIR,4,760,201528
4996,152092747,UNC,2,296,201528
4997,152093510,SICK,6,"4,128",201528
4998,152094256,EDP,7,735,201528
4999,152100377,SICK,6,612,201529
5000,152101126,SICK,6,507,201529
5001,152101875,DIFFBR,2,233,201529
5002,152102662,DIFFBR,2,262,201529
5003,152103425,INJURY,5,"1,693",201529
5004,152104177,SICK,6,689,201529
5005,152110235,DRUG,4,261,201530
5006,152110991,UNC,2,,201530
5007,152112697,EDP,7,,201530
5008,152112484,SICK,6,563,201530
5009,152113240,SICK,6,470,201530
5010,152113993,ABDPN,5,477,201530
5011,152120132,EDP,7,522,201531
5012,152120894,UNKNOW,4,229,201531
5013,152121628,INJURY,5,762,201531
5014,152122387,UNKNOW,4,281,201531
5015,152123141,DRUG,4,256,201531
5016,152123908,DRUG,4,476,201531
5017,152124681,HEAT,4,717,201531
5018,152130713,UNKNOW,4,867,201501
5019,152131481,INJURY,5,"1,538",201501
5020,152132227,UNKNOW,4,462,201501
5021,152132990,DIFFBR,2,166,201501
5022,152133739,ABDPN,5,319,201501
5023,152134516,ARREST,1,231,201501
5024,152140476,SICK,6,843,201502
5025,152141270,ARREST,1,247,201502
5026,152142033,RESPIR,4,241,201502
5027,152142785,SICK,6,865,201502
5028,152143526,INJURY,5,448,201502
5029,152144283,DRUG,4,296,201502
5030,152150438,SICK,6,285,201503
5031,152151209,SICK,6,228,201503
5032,152151950,STAB,3,758,201503
5033,152152709,SICK,6,"2,788",201503
5034,152153459,HYPTN,7,"3,583",201503
5035,152154224,UNC,2,260,201503
5036,152160074,INJURY,5,765,201504
5037,152160840,UNKNOW,4,462,201504
5038,152161585,DIFFBR,2,273,201504
5039,152162359,HEAT,4,317,201504
5040,152163121,SICPED,4,"2,138",201504
5041,152163881,DIFFBR,2,203,201504
5042,152164622,CARD,3,259,201504
5043,152170638,ALTMEN,3,447,201505
5044,152171415,EDP,7,,201505
5045,152172175,SICK,6,"1,227",201505
5046,152172939,DIFFBR,2,,201505
5047,152173693,INJURY,5,0,201505
5048,152174461,UNKNOW,4,444,201505
5049,152180564,INJMAJ,3,326,201506
5050,152181323,INJMAJ,3,231,201506
5051,152182067,INJURY,5,694,201506
5052,152182830,EDP,7,,201506
5053,152183570,EDP,7,376,201506
5054,152184334,SICK,6,358,201506
5055,152190646,STATEP,2,250,201507
5056,152191406,CARD,3,644,201507
5057,152192169,UNC,2,252,201507
5058,152192919,ARREST,1,681,201507
5059,152193691,STAB,3,112,201507
5060,152194448,INJURY,5,383,201507
5061,152200493,RESPIR,4,414,201508
5062,152201275,DIFFBR,2,,201508
5063,152202031,EDP,7,376,201508
5064,152203065,DIFFBR,2,,201508
5065,152203540,INJURY,5,131,201508
5066,152204303,MVAINJ,4,455,201508
5067,152210579,SICK,6,463,201509
5068,152211367,INJURY,5,401,201509
5069,152212106,DIFFBR,2,260,201509
5070,152212857,INJURY,5,347,201509
5071,152213620,UNC,2,367,201509
5072,152220045,DRUG,4,0,201510
5073,152220805,EDP,7,568,201510
5074,152221557,SICK,6,903,201510
5075,152222321,ALTMEN,3,289,201510
5076,152223084,ABDPN,5,"1,100",201510
5077,152223822,INJURY,5,0,201510
5078,152230180,INJURY,5,479,201511
5079,152230946,INJURY,5,892,201511
5080,152231693,SICK,6,263,201511
5081,152232472,INJURY,5,550,201511
5082,152233228,INJURY,5,539,201511
5083,152233995,OBMAJ,3,394,201511
5084,152240567,EDP,7,640,201512
5085,152241318,DIFFBR,2,353,201512
5086,152242071,INJURY,5,397,201512
5087,152242851,EDP,7,"4,543",201512
5088,152243604,INJMAJ,3,407,201512
5089,152250011,ABDPN,5,993,201513
5090,152250774,UNC,2,383,201513
5091,152251514,PEDSTR,3,681,201513
5092,152252259,PEDSTR,3,350,201513
5093,152253012,INJURY,5,507,201513
5094,152253753,MVAINJ,4,882,201513
5095,152260094,MVAINJ,4,788,201514
5096,152260855,HYPTN,7,,201514
5097,152261597,DRUG,4,405,201514
5098,152262342,STATEP,2,613,201514
5099,152263099,INJURY,5,"3,414",201514
5100,152263847,STATEP,2,489,201514
5101,152264610,UNC,2,368,201514
5102,152270718,UNKNOW,4,436,201515
5103,152271478,SICK,6,457,201515
5104,152272235,UNC,2,444,201515
5105,152272977,SICK,6,"3,169",201515
5106,152273734,SICK,6,"1,126",201515
5107,152274496,UNC,2,470,201515
5108,152280608,SICK,6,"1,988",201516
5109,152281389,UNC,2,305,201516
5110,152282147,SICK,6,869,201516
5111,152282918,DIFFBR,2,338,201516
5112,152283673,DIFFBR,2,482,201516
5113,152284448,HYPTN,7,"1,722",201516
5114,152290602,INJURY,5,267,201517
5115,152291380,CVAC,2,269,201517
5116,152292153,UNKNOW,4,753,201517
5117,152292921,DIFFBR,2,484,201517
5118,152293668,SICK,6,282,201517
5119,152294428,SICK,6,633,201517
5120,152300431,SICK,6,293,201518
5121,152301187,ABDPN,5,606,201518
5122,152301933,DIFFBR,2,419,201518
5123,152302691,INJURY,5,"12,809",201518
5124,152303450,INJURY,5,295,201518
5125,152304206,UNC,2,648,201518
5126,152310381,UNC,2,278,201519
5127,152311135,INJMAJ,3,857,201519
5128,152311887,SICK,6,620,201519
5129,152312670,OTHER,6,,201519
5130,152313421,DRUG,4,770,201519
5131,152314193,ARREST,1,222,201519
5132,152320494,RAPE,6,242,201520
5133,152321260,SICK,6,852,201520
5134,152322023,UNKNOW,4,"1,234",201520
5135,152322790,EDP,7,,201520
5136,152323548,SICK,6,290,201520
5137,152324305,SICK,6,919,201520
5138,152330531,UNKNOW,4,389,201521
5139,152331285,ABDPN,5,693,201521
5140,152332029,SICK,6,479,201521
5141,152332799,DIFFBR,2,50,201521
5142,152333542,ASTHMB,2,391,201521
5143,152334294,SICK,6,855,201521
5144,152340639,UNC,2,350,201522
5145,152341399,SICK,6,493,201522
5146,152342145,DRUG,4,179,201522
5147,152342931,EDP,7,667,201522
5148,152343682,UNC,2,398,201522
5149,152350026,EDP,7,"2,323",201523
5150,152350786,SICK,6,711,201523
5151,152351553,UNKNOW,4,503,201523
5152,152352314,SICK,6,635,201523
5153,152353067,INJURY,5,607,201523
5154,152353823,SICK,6,387,201523
5155,152360185,SICK,6,661,201524
5156,152360953,STNDBY,8,981,201524
5157,152361690,OTHER,6,"1,562",201524
5158,152362452,DRUG,4,734,201524
5159,152363211,ARREST,1,45,201524
5160,152363969,INJMAJ,3,251,201524
5161,152370307,INJURY,5,212,201525
5162,152371064,INJMAJ,3,250,201525
5163,152371811,MVAINJ,4,223,201525
5164,152372583,ANAPH,2,367,201525
5165,152373340,DIFFBR,2,479,201525
5166,152374084,CARD,3,252,201525
5167,152380498,DRUG,4,347,201526
5168,152381262,SICK,6,580,201526
5169,152382011,MVAINJ,4,"1,366",201526
5170,152382769,DRUG,4,258,201526
5171,152383531,UNC,2,619,201526
5172,152390016,SICK,6,532,201527
5173,152390767,STATEP,2,418,201527
5174,152391505,ALTMEN,3,401,201527
5175,152392276,MVAINJ,4,492,201527
5176,152393041,UNKNOW,4,146,201527
5177,152393801,INJURY,5,831,201527
5178,152400224,SICK,6,511,201528
5179,152400978,SICK,6,569,201528
5180,152401719,SICK,6,228,201528
5181,152402494,UNC,2,420,201528
5182,152403249,INBLED,3,461,201528
5183,152404012,INJURY,5,563,201528
5184,152410549,OBLAB,5,332,201529
5185,152420484,UNC,2,774,201530
5186,152412080,UNKNOW,4,0,201529
5187,152412837,CVAC,2,314,201529
5188,152413593,INJURY,5,836,201529
5189,152420041,SEIZR,3,389,201530
5190,152420798,DRUG,4,332,201530
5191,152421561,UNKNOW,4,186,201530
5192,152422306,STAB,3,322,201530
5193,152423086,CARD,3,193,201530
5194,152424033,DRUG,4,1,201530
5195,152430287,EDP,7,,201531
5196,152431036,SICK,6,621,201531
5197,152431777,DIFFBR,2,379,201531
5198,152432532,DIFFBR,2,417,201531
5199,152433300,INJMAJ,3,184,201531
5200,152434053,SICK,6,563,201531
5201,152440066,INJMAJ,3,399,201501
5202,152441042,ARREST,1,146,201501
5203,152441785,EDP,7,510,201501
5204,152442548,EDP,7,"4,420",201501
5205,152443320,INJMAJ,3,339,201501
5206,152444074,EDP,7,467,201501
5207,152450131,DIFFBR,2,129,201502
5208,152450901,UNKNOW,4,641,201502
5209,152451638,STAB,3,209,201502
5210,152452393,SICK,6,"1,394",201502
5211,152453146,INJURY,5,147,201502
5212,152453920,UNC,2,389,201502
5213,152460202,DRUG,4,567,201503
5214,152461037,DIFFBR,2,563,201503
5215,152461787,SICK,6,772,201503
5216,152462572,DRUG,4,889,201503
5217,152463344,SICMIN,7,987,201503
5218,152464120,INJURY,5,720,201503
5219,152470090,ASTHMB,2,379,201504
5220,152470864,STNDBY,8,395,201504
5221,152471613,SICK,6,487,201504
5222,152472371,UNC,2,725,201504
5223,152473141,EDP,7,678,201504
5224,152473899,OBLAB,5,695,201504
5225,152480148,DIFFBR,2,373,201505
5226,152480902,RESPIR,4,581,201505
5227,152481651,ALTMEN,3,397,201505
5228,152482402,INJURY,5,370,201505
5229,152483157,INHALE,5,466,201505
5230,152483926,EDP,7,959,201505
5231,152490431,INJURY,5,536,201506
5232,152491185,DIFFBR,2,428,201506
5233,152491931,SEIZR,3,269,201506
5234,152492686,EDP,7,,201506
5235,152493434,CARD,3,42,201506
5236,152494186,INBLED,3,683,201506
5237,152500735,DIFFBR,2,556,201507
5238,152501509,STATEP,2,189,201507
5239,152502274,DRUG,4,690,201507
5240,152503043,EDP,7,273,201507
5241,152503807,EDP,7,315,201507
5242,152510191,CARD,3,400,201508
5243,152510952,SICK,6,0,201508
5244,152511696,INJURY,5,380,201508
5245,152512466,ABDPN,5,"7,532",201508
5246,152513232,ABDPN,5,"1,448",201508
5247,152513977,DIFFBR,2,397,201508
5248,152520019,TRAUMA,2,252,201509
5249,152520766,PEDSTR,3,475,201509
5250,152521522,ASTHMB,2,204,201509
5251,152522304,ALTMEN,3,649,201509
5252,152523072,STATEP,2,385,201509
5253,152523830,ARREST,1,342,201509
5254,152530081,DIFFBR,2,382,201510
5255,152530849,UNKNOW,4,749,201510
5256,152531598,ASTHMB,2,271,201510
5257,152532353,RESPIR,4,266,201510
5258,152533128,SICK,6,611,201510
5259,152533895,DIFFBR,2,521,201510
5260,152540369,DIFFBR,2,387,201511
5261,152541115,ABDPN,5,939,201511
5262,152541854,UNC,2,182,201511
5263,152542621,MVAINJ,4,750,201511
5264,152543360,ABDPN,5,"2,540",201511
5265,152544117,OTHER,6,0,201511
5266,152550471,INJURY,5,797,201512
5267,152551249,MVAINJ,4,233,201512
5268,152551995,RESPIR,4,514,201512
5269,152552767,EDP,7,689,201512
5270,152553520,CHOKE,1,198,201512
5271,152554278,UNC,2,292,201512
5272,152560626,ABDPN,5,309,201513
5273,152561383,INJURY,5,102,201513
5274,152562146,INJMAJ,3,294,201513
5275,152562892,ARREST,1,248,201513
5276,152563642,EDP,7,,201513
5277,152570355,ABDPN,5,655,201514
5278,152571102,PEDSTR,3,702,201514
5279,152571851,UNC,2,481,201514
5280,152572619,MCI21P,2,590,201514
5281,152573366,UNKNOW,4,381,201514
5282,152574126,STATEP,2,379,201514
5283,152580451,INJURY,5,355,201515
5284,152581218,ALTMEN,3,461,201515
5285,152581971,EDP,7,480,201515
5286,152582731,ARREST,1,207,201515
5287,152583484,SICK,6,443,201515
5288,152584229,INJURY,5,770,201515
5289,152590737,DIFFBR,2,412,201516
5290,152591483,INJURY,5,373,201516
5291,152592253,EDP,7,"4,238",201516
5292,152593016,SICK,6,"2,129",201516
5293,152593775,UNC,2,393,201516
5294,152600008,SICK,6,694,201517
5295,152600795,EDP,7,748,201517
5296,152601555,EDP,7,310,201517
5297,152602308,INJURY,5,"1,615",201517
5298,152603063,UNKNOW,4,"1,065",201517
5299,152603817,DIFFBR,2,499,201517
5300,152610067,EDP,7,455,201518
5301,152610850,DIFFBR,2,670,201518
5302,152611602,CARD,3,563,201518
5303,152612366,UNKNOW,4,308,201518
5304,152613134,DRUG,4,718,201518
5305,152613879,ASTHMB,2,187,201518
5306,152614656,MVAINJ,4,585,201518
5307,152620658,SICK,6,400,201519
5308,152621429,MVA,6,0,201519
5309,152622193,PEDSTR,3,352,201519
5310,152622949,GYNHEM,5,541,201519
5311,152623693,DIFFBR,2,559,201519
5312,152624466,STAB,3,1,201519
5313,152630656,OBMIS,4,731,201520
5314,152631429,INJURY,5,310,201520
5315,152632199,EDP,7,486,201520
5316,152632966,STATEP,2,634,201520
5317,152633718,EDP,7,580,201520
5318,152640295,DIFFBR,2,508,201521
5319,152641069,EDP,7,487,201521
5320,152641805,UNC,2,261,201521
5321,152642588,MVAINJ,4,930,201521
5322,152643340,PEDSTR,3,388,201521
5323,152644114,DIFFBR,2,415,201521
5324,152650488,DIFFBR,2,328,201522
5325,152651247,UNC,2,471,201522
5326,152651989,INJMAJ,3,489,201522
5327,152652766,MVAINJ,4,273,201522
5328,152653532,SICK,6,407,201522
5329,152660010,INJURY,5,359,201523
5330,152660779,EDP,7,352,201523
5331,152661530,CVAC,2,267,201523
5332,152662283,INJMIN,7,379,201523
5333,152663037,UNKNOW,4,500,201523
5334,152663795,SICK,6,420,201523
5335,152670463,SICK,6,404,201524
5336,152671226,SICK,6,577,201524
5337,152671978,RESPIR,4,338,201524
5338,152672729,ALTMEN,3,318,201524
5339,152673476,MVAINJ,4,680,201524
5340,152674223,ELECT,3,266,201524
5341,152680629,EDP,7,617,201525
5342,152681378,DRUG,4,840,201525
5343,152682133,SICK,6,476,201525
5344,152682931,ARREST,1,276,201525
5345,152683673,DIFFBR,2,167,201525
5346,152690016,INJURY,5,376,201526
5347,152690786,ABDPN,5,325,201526
5348,152691539,DRUG,4,532,201526
5349,152692293,DIFFBR,2,93,201526
5350,152693042,SICK,6,340,201526
5351,152693811,SICK,6,646,201526
5352,152700492,SICPED,4,374,201527
5353,152701249,INJURY,5,610,201527
5354,152701988,INJURY,5,773,201527
5355,152702740,SICK,6,367,201527
5356,152703500,EDP,7,"1,092",201527
5357,152710332,EDP,7,306,201528
5358,152711089,ARREST,1,147,201528
5359,152711831,DIFFBR,2,453,201528
5360,152712597,STATEP,2,83,201528
5361,152713387,DIFFBR,2,469,201528
5362,152714146,DIFFBR,2,324,201528
5363,152720421,UNKNOW,4,437,201529
5364,152721204,SICK,6,855,201529
5365,152721955,DIFFBR,2,338,201529
5366,152722734,DIFFBR,2,243,201529
5367,152723495,EDP,7,577,201529
5368,152724256,DIFFBR,2,487,201529
5369,152730577,ABDPN,5,353,201530
5370,152731591,EDP,7,"3,092",201530
5371,152732087,EDP,7,"3,230",201530
5372,152732856,SICK,6,484,201530
5373,152733604,INJURY,5,562,201530
5374,152740114,OBLAB,5,645,201501
5375,152740891,UNKNOW,4,461,201501
5376,152741620,SICK,6,426,201501
5377,152742369,CARD,3,563,201501
5378,152743130,DRUG,4,584,201501
5379,152743887,UNC,2,436,201501
5380,152750660,SICK,6,500,201502
5381,152751398,INJURY,5,492,201502
5382,152752164,INJURY,5,,201502
5383,152752907,SICK,6,"1,058",201502
5384,152753670,UNKNOW,4,,201502
5385,152760309,INJMAJ,3,439,201503
5386,152761057,SICK,6,222,201503
5387,152761807,UNC,2,333,201503
5388,152762567,OTHER,6,369,201503
5389,152763312,DIFFBR,2,330,201503
5390,152770189,DRUG,4,344,201504
5391,152770960,INJMAJ,3,539,201504
5392,152771717,SICK,6,403,201504
5393,152772481,STATEP,2,304,201504
5394,152773239,DRUG,4,339,201504
5395,152780095,DIFFBR,2,377,201505
5396,152780847,STATEP,2,473,201505
5397,152781591,ASTHMB,2,706,201505
5398,152782341,INJURY,4,"2,108",201505
5399,152783113,HYPTN,7,"1,631",201505
5400,152783864,UNC,2,532,201505
5401,152790169,SICMIN,7,846,201506
5402,152790919,EDP,7,380,201506
5403,152791665,INJURY,5,,201506
5404,152792430,STATEP,2,459,201506
5405,152793190,INJURY,5,688,201506
5406,152793944,SICK,6,485,201506
5407,152800103,ABDPN,5,498,201507
5408,152800865,INJURY,5,315,201507
5409,152801617,EDP,7,665,201507
5410,152802369,INJMAJ,3,659,201507
5411,152803139,SICK,6,"1,895",201507
5412,152803886,ABDPN,5,476,201507
5413,152810197,MVAINJ,4,0,201508
5414,152810951,SICK,6,"1,085",201508
5415,152811688,DRUG,4,749,201508
5416,152812462,STNDBY,8,,201508
5417,152813228,ALTMEN,3,374,201508
5418,152813974,UNC,2,418,201508
5419,152820259,DRUG,4,668,201509
5420,152821020,INJURY,5,"1,015",201509
5421,152821767,INJMAJ,3,380,201509
5422,152822526,SICK,6,381,201509
